#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Lenovo Tenerife,2,40.0,95.0,32.5,68.5,0.474,10.5,29.0,0.362,19.5,24.5,0.796,11.5,26.0,37.5,18.5,12.0,0.5,17.0,19.0,2020,Intercontinental-Cup
2,Rio Grande Valley Vipers,2,40.0,89.5,30.5,64.5,0.473,12.0,31.5,0.381,16.5,22.0,0.75,7.5,22.5,30.0,17.5,13.0,3.5,23.5,20.5,2020,Intercontinental-Cup
3,San Lorenzo de Almagro,2,40.0,76.5,27.5,64.5,0.426,8.5,22.5,0.378,13.0,18.0,0.722,8.5,24.5,33.0,14.5,9.5,4.0,20.0,19.0,2020,Intercontinental-Cup
4,Virtus Bologna,2,40.0,73.5,26.5,62.0,0.427,8.5,24.0,0.354,12.0,19.5,0.615,9.5,26.0,35.5,18.0,8.0,4.0,16.0,21.0,2020,Intercontinental-Cup
